Codigo,Nombre,Marca,Estatus,Asignado a,Observaciones,Fecha Modificacion
5888,REFRIGERADOR TORREY INVERTER RVI-17D 1 PUERTA.     ,Naresa,Por revisar,,,
5888,REFRIGERADOR TORREY INVERTER RVI-17D 1 PUERTA.     ,Equilinea,Por revisar,,,
5889,REFRIGERADOR TORREY INVERTER RVI-35D 2 PUERTAS.   ,Naresa,Por revisar,,,
5889,REFRIGERADOR TORREY INVERTER RVI-35D 2 PUERTAS.   ,Equilinea,Por revisar,,,
5890,REFRIGERADOR TORREY NEGRO RVPP-19 01 PUERTA.,Naresa,Por revisar,,,
5890,REFRIGERADOR TORREY NEGRO RVPP-19 01 PUERTA.,Equilinea,Por revisar,,,
5892,HORNO DE CONVECCION A GAS TORREY HCT-5P  ,Naresa,Por revisar,,,
5892,HORNO DE CONVECCION A GAS TORREY HCT-5P  ,Equilinea,Por revisar,,,
5939,ESTUFA A GAS TORREY 6 QUEMADORES CON HORNO A. INOX 430     ,Naresa,Por revisar,,,
5939,ESTUFA A GAS TORREY 6 QUEMADORES CON HORNO A. INOX 430     ,Equilinea,Por revisar,,,
5940,PLANCHA A GAS TORREY 4 QUEMADORES A. INOX 430 ,Naresa,Por revisar,,,
5940,PLANCHA A GAS TORREY 4 QUEMADORES A. INOX 430 ,Equilinea,Por revisar,,,
5941,PLANCHA Y PARRILLA A GAS DOS QUEMADORES TORREY A. INOX 430    ,Naresa,Por revisar,,,
5941,PLANCHA Y PARRILLA A GAS DOS QUEMADORES TORREY A. INOX 430    ,Equilinea,Por revisar,,,
5958,DEPOSITO DE HIELO POLAR DHP-130,Naresa,Por revisar,,,
5958,DEPOSITO DE HIELO POLAR DHP-130,Equilinea,Por revisar,,,
5962,FORMADOR HAMBURGUESAS ALUMINIO 15 CMS TORREY      ,Naresa,Por revisar,,,
5962,FORMADOR HAMBURGUESAS ALUMINIO 15 CMS TORREY      ,Equilinea,Por revisar,,,
5963,FORMADOR EMPANADAS ACERO INOXIDABLE 14 CMS TORREY   ,Naresa,Por revisar,,,
5963,FORMADOR EMPANADAS ACERO INOXIDABLE 14 CMS TORREY   ,Equilinea,Por revisar,,,
5967,"HORNO KAMADO CERAMICA MUL ROJO 21"" TORREY     ",Naresa,Por revisar,,,
5967,"HORNO KAMADO CERAMICA MUL ROJO 21"" TORREY     ",Equilinea,Por revisar,,,
5968,"HORNO KAMADO CERAMICA MUL NEGRO 21"" TORREY      ",Naresa,Por revisar,,,
5968,"HORNO KAMADO CERAMICA MUL NEGRO 21"" TORREY      ",Equilinea,Por revisar,,,
5969,"HORNO KAMADO CERAMICA MUL ROJO 26"" TORREY  ",Naresa,Por revisar,,,
5969,"HORNO KAMADO CERAMICA MUL ROJO 26"" TORREY  ",Equilinea,Por revisar,,,
5970,"HORNO KAMADO CERAMICA MUL NEGRO 26"" TORREY   ",Naresa,Por revisar,,,
5970,"HORNO KAMADO CERAMICA MUL NEGRO 26"" TORREY   ",Equilinea,Por revisar,,,
6007,VITRINA CREMERA TORREY DRD-5 AI. LATERALES SOLIDOS       ,Naresa,Por revisar,,,
6007,VITRINA CREMERA TORREY DRD-5 AI. LATERALES SOLIDOS       ,Equilinea,Por revisar,,,
6011,VITRINA CREMERA TORREY DRD5 NEGRA LATERALES SOLIDOS,Naresa,Por revisar,,,
6011,VITRINA CREMERA TORREY DRD5 NEGRA LATERALES SOLIDOS,Equilinea,Por revisar,,,
6012,VITRINA CREMERA TORREY DRD3 AI. LATERALES SOLIDOS      ,Naresa,Por revisar,,,
6012,VITRINA CREMERA TORREY DRD3 AI. LATERALES SOLIDOS      ,Equilinea,Por revisar,,,
6036,VITRANA CREMERA TORREY DRD5 NEGRA LATERALES SOLIDOS,Naresa,Por revisar,,,
6036,VITRANA CREMERA TORREY DRD5 NEGRA LATERALES SOLIDOS,Equilinea,Por revisar,,,
6038,"PARRILLA A GAS TORREY 2 QUEMADORES A. INOX 430 30,000 BTUS   ",Naresa,Por revisar,,,
6038,"PARRILLA A GAS TORREY 2 QUEMADORES A. INOX 430 30,000 BTUS   ",Equilinea,Por revisar,,,
6213,VITRINA CREMERA TORREY TEM-150 NEGRA LATERALES SOLIDOS,Naresa,Por revisar,,,
6213,VITRINA CREMERA TORREY TEM-150 NEGRA LATERALES SOLIDOS,Equilinea,Por revisar,,,
6214,REFRIGERADOR TORREY DOS PUERTAS TVC36        ,Naresa,Por revisar,,,
6214,REFRIGERADOR TORREY DOS PUERTAS TVC36        ,Equilinea,Por revisar,,,
6223,SIERRA CARNICERA TORREY ST-295 1.5 HP MONOFASICO 220V,Naresa,Por revisar,,,
6223,SIERRA CARNICERA TORREY ST-295 1.5 HP MONOFASICO 220V,Equilinea,Por revisar,,,
6237,VITRINA CREMERA TORREY TEM-200 NEGRA R290    ,Naresa,Por revisar,,,
6237,VITRINA CREMERA TORREY TEM-200 NEGRA R290    ,Equilinea,Por revisar,,,
6251,HORNO DE MICROONDAS TORREY MIT-0.6S SCAN-GO       ,Naresa,Por revisar,,,
6251,HORNO DE MICROONDAS TORREY MIT-0.6S SCAN-GO       ,Equilinea,Por revisar,,,
6278,BASCULA PLATAFORMA TORREY 3000 KG. 120X120 CM 0PLP3000-4 C/MODULO     ,Naresa,Por revisar,,,
6278,BASCULA PLATAFORMA TORREY 3000 KG. 120X120 CM 0PLP3000-4 C/MODULO     ,Equilinea,Por revisar,,,
6279,BASCULA ELECTRONICA TORREY 20 KGS. LPCR-20 USB      ,Naresa,Por revisar,,,
6279,BASCULA ELECTRONICA TORREY 20 KGS. LPCR-20 USB      ,Equilinea,Por revisar,,,
6280,BASCULA ELECTRONICA TORREY 40 KGS. LPCR-40 USB      ,Naresa,Por revisar,,,
6280,BASCULA ELECTRONICA TORREY 40 KGS. LPCR-40 USB      ,Equilinea,Por revisar,,,
6281,BASCULA ELECTRONICA TORREY 6 KGS. LEQ-6     ,Naresa,Por revisar,,,
6281,BASCULA ELECTRONICA TORREY 6 KGS. LEQ-6     ,Equilinea,Por revisar,,,
6282,BASCULA ELECTRONICA TORREY 12 KGS LEQ-12      ,Naresa,Por revisar,,,
6282,BASCULA ELECTRONICA TORREY 12 KGS LEQ-12      ,Equilinea,Por revisar,,,
6284,REFRIGERADOR IMBERA VRS04 MULTI RANGO,Naresa,Por revisar,,,
6284,REFRIGERADOR IMBERA VRS04 MULTI RANGO,Equilinea,Por revisar,,,
6284,REFRIGERADOR IMBERA VRS04 MULTI RANGO,Proquip,Por revisar,,,
6285,BASCULA PLATAFORMA TORREY 6000 KG. 120X120 CM 0PLP6000-4 C/MODULO   ,Naresa,Por revisar,,,
6285,BASCULA PLATAFORMA TORREY 6000 KG. 120X120 CM 0PLP6000-4 C/MODULO   ,Equilinea,Por revisar,,,
6286,BASCULA PLATAFORMA TORREY 6000 KG. 150X150 CM 0PLP6000-5 C/MODULO     ,Naresa,Por revisar,,,
6286,BASCULA PLATAFORMA TORREY 6000 KG. 150X150 CM 0PLP6000-5 C/MODULO     ,Equilinea,Por revisar,,,
6291,MESA FRIA PARA SANDWICHES Y ENSALADAS IMBERA SPT-29 1,Naresa,Por revisar,,,
6291,MESA FRIA PARA SANDWICHES Y ENSALADAS IMBERA SPT-29 1,Equilinea,Por revisar,,,
6291,MESA FRIA PARA SANDWICHES Y ENSALADAS IMBERA SPT-29 1,Proquip,Por revisar,,,
6296,VITRINA CREMERA TORREY DRD3 NEGRA LATERALES SOLIDOS   ,Naresa,Por revisar,,,
6296,VITRINA CREMERA TORREY DRD3 NEGRA LATERALES SOLIDOS   ,Equilinea,Por revisar,,,
6297,VITRANA CREMERA TORREY DRD6 NEGRA LATERALES SOLIDOS,Naresa,Por revisar,,,
6297,VITRINA CREMERA TORREY DRD6 AI. ACERO INOX LATERALES SOLIDOS       ,Naresa,Por revisar,,,
6297,VITRANA CREMERA TORREY DRD6 NEGRA LATERALES SOLIDOS,Equilinea,Por revisar,,,
6297,VITRINA CREMERA TORREY DRD6 AI. ACERO INOX LATERALES SOLIDOS       ,Equilinea,Por revisar,,,
6307,REFRIGERADOR VERTICAL REACH IN 1 PUERTA CRISTAL TORREY A. INOX RVCA-23UI                            ,Naresa,Por revisar,,,
6307,REFRIGERADOR VERTICAL REACH IN 1 PUERTA CRISTAL TORREY A. INOX RVCA-23UI                            ,Equilinea,Por revisar,,,
6308,REFRIGERADOR VERTICAL REACH IN 2 PUERTAS CRISTAL TORREY A. INOX RVCA-47UI   ,Naresa,Por revisar,,,
6308,REFRIGERADOR VERTICAL REACH IN 2 PUERTAS CRISTAL TORREY A. INOX RVCA-47UI   ,Equilinea,Por revisar,,,
6309,CONGELADOR VERTICAL REACH IN 1 PUERTA CRISTAL TORREY A. INOX CVCA-23UI         ,Naresa,Por revisar,,,
6309,CONGELADOR VERTICAL REACH IN 1 PUERTA CRISTAL TORREY A. INOX CVCA-23UI         ,Equilinea,Por revisar,,,
6310,CONGELADOR VERTICAL REACH IN 2 PUERTAS CRISTAL TORREY A. INOX RVCA-47UI    ,Naresa,Por revisar,,,
6310,CONGELADOR VERTICAL REACH IN 2 PUERTAS CRISTAL TORREY A. INOX RVCA-47UI    ,Equilinea,Por revisar,,,
6311,CONGELADOR HORIZONTAL CRISTAL CURVO POLAR CH-200CR        ,Naresa,Por revisar,,,
6311,CONGELADOR HORIZONTAL CRISTAL CURVO POLAR CH-200CR        ,Equilinea,Por revisar,,,
6312,CONGELADOR HORIZONTAL CRISTAL PLANO POLAR CH-200PR  ,Naresa,Por revisar,,,
6312,CONGELADOR HORIZONTAL CRISTAL PLANO POLAR CH-200PR  ,Equilinea,Por revisar,,,
6313,CONGELADOR HORIZONTAL CRISTAL CURVO POLAR CH-300CR     ,Naresa,Por revisar,,,
6313,CONGELADOR HORIZONTAL CRISTAL CURVO POLAR CH-300CR     ,Equilinea,Por revisar,,,
6314,CONGELADOR HORIZONTAL CRISTAL PLANO POLAR CH-300PR   ,Naresa,Por revisar,,,
6314,CONGELADOR HORIZONTAL CRISTAL PLANO POLAR CH-300PR   ,Equilinea,Por revisar,,,
6315,"ESTUFA GAS MULTIPLE TORREY LINEA ECO PLANCHA, 2 QUEMADORES Y FREIDOR        ",Naresa,Por revisar,,,
6315,"ESTUFA GAS MULTIPLE TORREY LINEA ECO PLANCHA, 2 QUEMADORES Y FREIDOR        ",Equilinea,Por revisar,,,
6316,FOGON A GAS TORREY LINEA ECO 1 QUEMADOR         ,Naresa,Por revisar,,,
6316,FOGON A GAS TORREY LINEA ECO 1 QUEMADOR         ,Equilinea,Por revisar,,,
6317,PARRILLA GAS TORREY LINEA ECO 4 QUEMADORES    ,Naresa,Por revisar,,,
6317,PARRILLA GAS TORREY LINEA ECO 4 QUEMADORES    ,Equilinea,Por revisar,,,
6318,PLANCHA A GAS TORREY 2 QUEMADORES LINEA ECO    ,Naresa,Por revisar,,,
6318,PLANCHA A GAS TORREY 2 QUEMADORES LINEA ECO    ,Equilinea,Por revisar,,,
6319,PLANCHA A GAS TORREY 2 QUEMADORES LINEA ECO             ,Naresa,Por revisar,,,
6319,PLANCHA A GAS TORREY 2 QUEMADORES LINEA ECO             ,Equilinea,Por revisar,,,
6327,REFRIGERADOR IMBERA INVERTER VRQ35 4 PUERTAS BLANCO,Naresa,Por revisar,,,
6327,REFRIGERADOR IMBERA INVERTER VRQ35 4 PUERTAS BLANCO,Equilinea,Por revisar,,,
6327,REFRIGERADOR IMBERA INVERTER VRQ35 4 PUERTAS BLANCO,Proquip,Por revisar,,,
6328,EMPACADORA AL VACIO PROTEK EVD-8,Naresa,Por revisar,,,
6328,EMPACADORA AL VACIO PROTEK EVD-8,Equilinea,Por revisar,,,
6328,EMPACADORA AL VACIO PROTEK EVD-8,Proquip,Por revisar,,,
6329,EMPACADORA AL VACIO PROTEK EVD-20,Naresa,Por revisar,,,
6329,EMPACADORA AL VACIO PROTEK EVD-20,Equilinea,Por revisar,,,
6329,EMPACADORA AL VACIO PROTEK EVD-20,Proquip,Por revisar,,,
6336,HORNO ELECTRICO DE CONVECCION TORREY HEC-4V,Naresa,Por revisar,,,
6336,HORNO ELECTRICO DE CONVECCION TORREY HEC-4V,Equilinea,Por revisar,,,
6345,VITRINA CARNICERA REMOTA IMBERA VMCA-250 PISOS Y PARR,Naresa,Por revisar,,,
6345,VITRINA CARNICERA REMOTA IMBERA VMCA-250 PISOS Y PARR,Equilinea,Por revisar,,,
6345,VITRINA CARNICERA REMOTA IMBERA VMCA-250 PISOS Y PARR,Proquip,Por revisar,,,
6346,VITRINA CARNICERA REMOTA IMBERA VMCA-250AI PLUS ACERO,Naresa,Por revisar,,,
6346,VITRINA CARNICERA REMOTA IMBERA VMCA-250AI PLUS ACERO,Equilinea,Por revisar,,,
6346,VITRINA CARNICERA REMOTA IMBERA VMCA-250AI PLUS ACERO,Proquip,Por revisar,,,
6347,VITRINA CARNICERA REMOTA IMBERA VMCA-250LIFT ACERO IN,Naresa,Por revisar,,,
6347,VITRINA CARNICERA REMOTA IMBERA VMCA-250LIFT ACERO IN,Equilinea,Por revisar,,,
6347,VITRINA CARNICERA REMOTA IMBERA VMCA-250LIFT ACERO IN,Proquip,Por revisar,,,
6369,MOLINO P/CARNE JR MJ22 2 HP      ,Naresa,Por revisar,,,
6369,MOLINO P/CARNE JR MJ22 2 HP      ,Equilinea,Por revisar,,,
6370,REFRIGERADOR TORREY 4 PUERTAS TVC-36,Naresa,Por revisar,,,
6370,REFRIGERADOR TORREY 4 PUERTAS TVC-36,Equilinea,Por revisar,,,
6474,REFRIGERADOR IMBERA INVERTER FGC42 PUERTA FULL GLASS,Naresa,Por revisar,,,
6474,REFRIGERADOR IMBERA INVERTER FGC42 PUERTA FULL GLASS,Equilinea,Por revisar,,,
6474,REFRIGERADOR IMBERA INVERTER FGC42 PUERTA FULL GLASS,Proquip,Por revisar,,,
6475,MOLINO P/CARNE TORREY M32 3HP TRIFÁSICO ACERO INOXIDABLE   ,Naresa,Por revisar,,,
6475,MOLINO P/CARNE TORREY M32 3HP TRIFÁSICO ACERO INOXIDABLE   ,Equilinea,Por revisar,,,
6476,MOLINO P/CARNE TORREY M32 3HP MONOFÁSICO ACERO INOXIDABLE ,Naresa,Por revisar,,,
6476,MOLINO P/CARNE TORREY M32 3HP MONOFÁSICO ACERO INOXIDABLE ,Equilinea,Por revisar,,,
6477,MOLINO P/CARNE TORREY M32 5HP TRIFÁSICO ACERO INOX,Naresa,Por revisar,,,
6477,MOLINO P/CARNE TORREY M32 5HP TRIFÁSICO ACERO INOX,Equilinea,Por revisar,,,
6499,CONSERVADOR IMBERA SVF-25-L1 PARA 60 BOLSAS DE HIELO,Naresa,Por revisar,,,
6499,CONSERVADOR IMBERA SVF-25-L1 PARA 60 BOLSAS DE HIELO,Equilinea,Por revisar,,,
6499,CONSERVADOR IMBERA SVF-25-L1 PARA 60 BOLSAS DE HIELO,Proquip,Por revisar,,,
6500,CONGELADOR VERTICAL VFD43 2 PUERTAS BLANCO,Naresa,Por revisar,,,
6500,CONGELADOR VERTICAL VFD43 2 PUERTAS BLANCO,Equilinea,Por revisar,,,
6500,CONGELADOR VERTICAL VFD43 2 PUERTAS BLANCO,Proquip,Por revisar,,,
6502,CONGELADOR VERTICAL TORREY TVF-16,Naresa,Por revisar,,,
6502,CONGELADOR VERTICAL TORREY TVF-16,Equilinea,Por revisar,,,
6511,CONGELADOR VERTICAL TORREY TVF-32,Naresa,Por revisar,,,
6511,CONGELADOR VERTICAL TORREY TVF-32,Equilinea,Por revisar,,,
6513,CONGELADOR HORIZONTAL CRISTARL CURVO POLAR CH-520CR,Naresa,Por revisar,,,
6513,CONGELADOR HORIZONTAL CRISTARL CURVO POLAR CH-520CR,Equilinea,Por revisar,,,
6514,BASCULA ETIQUETADORA TORREY DWLS30-D DOBLE PANTALLA EN TORRETA,Naresa,Por revisar,,,
6514,BASCULA ETIQUETADORA TORREY DWLS30-D DOBLE PANTALLA EN TORRETA,Equilinea,Por revisar,,,
6515,BASCULA ETIQUETADORA TORREY DWLS30-T DISPLAY T TORREYTA,Naresa,Por revisar,,,
6515,BASCULA ETIQUETADORA TORREY DWLS30-T DISPLAY T TORREYTA,Equilinea,Por revisar,,,
6516,REFRIGERADOR TORREY TVC05 ACERO INOX,Naresa,Por revisar,,,
6516,REFRIGERADOR TORREY TVC05 ACERO INOX,Equilinea,Por revisar,,,
6537,CONSERVADOR DE BOLSAS DE HIELO 60 TPRREY,Naresa,Por revisar,,,
6537,CONSERVADOR DE BOLSAS DE HIELO 60 TPRREY,Equilinea,Por revisar,,,
6540,REFRIGERADOR CERVECERO TORREY TVC42-B2 ,Naresa,Por revisar,,,
6540,REFRIGERADOR CERVECERO TORREY TVC42-B2 ,Equilinea,Por revisar,,,
6541,REFRIGERADOR CERVECERO TORREY TVC72-B2,Naresa,Por revisar,,,
6541,REFRIGERADOR CERVECERO TORREY TVC72-B2,Equilinea,Por revisar,,,
6542,REFRIGERADOR TORREY TVC12 NEGRO,Naresa,Por revisar,,,
6542,REFRIGERADOR TORREY TVC12 NEGRO,Equilinea,Por revisar,,,
6543,REFRIGERADOR TORREY TVC25 NEGRO,Naresa,Por revisar,,,
6543,REFRIGERADOR TORREY TVC25 NEGRO,Equilinea,Por revisar,,,
6544,REFRIGERADOR TORREY TVC09 NEGRO,Naresa,Por revisar,,,
6544,REFRIGERADOR TORREY TVC09 NEGRO,Equilinea,Por revisar,,,
6545,REFRIGERADOR TORREY TVC04 NEGRO,Naresa,Por revisar,,,
6545,REFRIGERADOR TORREY TVC04 NEGRO,Equilinea,Por revisar,,,
6546,ENFRIADOR HORIZONTAL TORREY THC18,Naresa,Por revisar,,,
6546,ENFRIADOR HORIZONTAL TORREY THC18,Equilinea,Por revisar,,,
6547,ENFRIADOR HORIZONTAL TORREY THC15,Naresa,Por revisar,,,
6547,ENFRIADOR HORIZONTAL TORREY THC15,Equilinea,Por revisar,,,
6591,REFRIGERADOR BIOMEDICO VMC-17A PUERTA DE CRISTAL (CON,Naresa,Por revisar,,,
6591,REFRIGERADOR BIOMEDICO VMC-17A PUERTA DE CRISTAL (CON,Naresa,Por revisar,,,
6591,REFRIGERADOR BIOMEDICO VMC-17A PUERTA DE CRISTAL (CON,Equilinea,Por revisar,,,
6591,REFRIGERADOR BIOMEDICO VMC-17A PUERTA DE CRISTAL (CON,Equilinea,Por revisar,,,
6591,REFRIGERADOR BIOMEDICO VMC-17A PUERTA DE CRISTAL (CON,Proquip,Por revisar,,,
6591,REFRIGERADOR BIOMEDICO VMC-17A PUERTA DE CRISTAL (CON,Proquip,Por revisar,,,
6592,VITRINA CREMERA IMBERA PHS-18 NEGRA R290 CON ENTREPAÑ,Naresa,Por revisar,,,
6592,VITRINA CREMERA IMBERA PHS-18 NEGRA R290 CON ENTREPAÑ,Equilinea,Por revisar,,,
6592,VITRINA CREMERA IMBERA PHS-18 NEGRA R290 CON ENTREPAÑ,Proquip,Por revisar,,,
6593,VITRINA CREMERA IMBERA PHS-18 NEGRA R290 CON PARRILLA,Naresa,Por revisar,,,
6593,VITRINA CREMERA IMBERA PHS-18 NEGRA R290 CON PARRILLA,Equilinea,Por revisar,,,
6593,VITRINA CREMERA IMBERA PHS-18 NEGRA R290 CON PARRILLA,Proquip,Por revisar,,,
6594,BASCULA ETIQUETADORA PROTEK BPK-40P-LABEL PLATICA,Naresa,Por revisar,,,
6594,BASCULA ETIQUETADORA PROTEK BPK-40P-LABEL PLATICA,Equilinea,Por revisar,,,
6594,BASCULA ETIQUETADORA PROTEK BPK-40P-LABEL PLATICA,Proquip,Por revisar,,,
6595,PARRILLA MULTIPLE PROTEK PPAP-2Q PLANCHA Y PARRILLA,Naresa,Por revisar,,,
6595,PARRILLA MULTIPLE PROTEK PPAP-2Q PLANCHA Y PARRILLA,Equilinea,Por revisar,,,
6595,PARRILLA MULTIPLE PROTEK PPAP-2Q PLANCHA Y PARRILLA,Proquip,Por revisar,,,
6596,MICROONDAS PROTEK MPK-1.2M DIGITAL CON MEMORIA,Naresa,Por revisar,,,
6596,MICROONDAS PROTEK MPK-1.2M DIGITAL CON MEMORIA,Equilinea,Por revisar,,,
6596,MICROONDAS PROTEK MPK-1.2M DIGITAL CON MEMORIA,Proquip,Por revisar,,,
6597,MICROONDAS PROTEK MPK-1.2P DE PERILLA,Naresa,Por revisar,,,
6597,MICROONDAS PROTEK MPK-1.2P DE PERILLA,Equilinea,Por revisar,,,
6597,MICROONDAS PROTEK MPK-1.2P DE PERILLA,Proquip,Por revisar,,,
6598,BASE DE ACERO INOX PROTEK BAT-600 PARA ASP-600G PLP60,Naresa,Por revisar,,,
6598,BASE DE ACERO INOX PROTEK BAT-600 PARA ASP-600G PLP60,Equilinea,Por revisar,,,
6598,BASE DE ACERO INOX PROTEK BAT-600 PARA ASP-600G PLP60,Proquip,Por revisar,,,
6599,BASE DE ACERO INOX PROTEK BAT-900 PARA PLP900G PLP900,Naresa,Por revisar,,,
6599,BASE DE ACERO INOX PROTEK BAT-900 PARA PLP900G PLP900,Equilinea,Por revisar,,,
6599,BASE DE ACERO INOX PROTEK BAT-900 PARA PLP900G PLP900,Proquip,Por revisar,,,
6600,BASE DE ACERO INOX PROTEK BAT-1200 PARA ESP1200GS PLP,Naresa,Por revisar,,,
6600,BASE DE ACERO INOX PROTEK BAT-1200 PARA ESP1200GS PLP,Equilinea,Por revisar,,,
6600,BASE DE ACERO INOX PROTEK BAT-1200 PARA ESP1200GS PLP,Proquip,Por revisar,,,
6601,REPISA DE ACERO INOX PROTEK 140 CM,Naresa,Por revisar,,,
6601,REPISA DE ACERO INOX PROTEK 140 CM,Equilinea,Por revisar,,,
6601,REPISA DE ACERO INOX PROTEK 140 CM,Proquip,Por revisar,,,
6602,REPISA DE ACERO INOX PROTEK 90 CM,Naresa,Por revisar,,,
6602,REPISA DE ACERO INOX PROTEK 90 CM,Equilinea,Por revisar,,,
6602,REPISA DE ACERO INOX PROTEK 90 CM,Proquip,Por revisar,,,
6624,SIERRA CARNICERA TORREY ST-295 ACERO INOX 1.5 MONOFASICO 220 V,Naresa,Por revisar,,,
6624,SIERRA CARNICERA TORREY ST-295 ACERO INOX 1.5 MONOFASICO 220 V,Equilinea,Por revisar,,,
6625,SIERRA CARNICERA TORREY  STP-295 1.5 HP MONOFASICO 220 V,Naresa,Por revisar,,,
6625,SIERRA CARNICERA TORREY  STP-295 1.5 HP MONOFASICO 220 V,Equilinea,Por revisar,,,
6626,SIERRA CARNICERA TORREY STP-180 1.5 HP 110 V DE MESA,Naresa,Por revisar,,,
6626,SIERRA CARNICERA TORREY STP-180 1.5 HP 110 V DE MESA,Equilinea,Por revisar,,,
6627,SIERRA CARNICERA TORREY STP-180 1.5 HP 220 V DE MESA,Naresa,Por revisar,,,
6627,SIERRA CARNICERA TORREY STP-180 1.5 HP 220 V DE MESA,Equilinea,Por revisar,,,
6644,REFRIGERADOR POLAR PVC17 ECO,Naresa,Por revisar,,,
6644,REFRIGERADOR POLAR PVC17 ECO,Equilinea,Por revisar,,,
6645,REFRIGERADOR POLAR PVC20 ECO,Naresa,Por revisar,,,
6645,REFRIGERADOR POLAR PVC20 ECO,Equilinea,Por revisar,,,
6646,REFRIGERADOR POLAR PVC26 ECO,Naresa,Por revisar,,,
6646,REFRIGERADOR POLAR PVC26 ECO,Equilinea,Por revisar,,,
6647,REFRIGERADOR POLAR PVC42 ECO,Naresa,Por revisar,,,
6647,REFRIGERADOR POLAR PVC42 ECO,Equilinea,Por revisar,,,
6648,REFRIGERADOR IMBERA VR08E ECO BLANCO,Naresa,Por revisar,,,
6648,REFRIGERADOR IMBERA VR08E ECO BLANCO,Equilinea,Por revisar,,,
6648,REFRIGERADOR IMBERA VR08E ECO BLANCO,Proquip,Por revisar,,,
6649,REFRIGERADOR IMBERA VR17E ECO BLANCO,Naresa,Por revisar,,,
6649,REFRIGERADOR IMBERA VR17E ECO BLANCO,Equilinea,Por revisar,,,
6649,REFRIGERADOR IMBERA VR17E ECO BLANCO,Proquip,Por revisar,,,
6650,REFRIGERADOR IMBERA VR20E ECO BLANCO,Naresa,Por revisar,,,
6650,REFRIGERADOR IMBERA VR20E ECO BLANCO,Equilinea,Por revisar,,,
6650,REFRIGERADOR IMBERA VR20E ECO BLANCO,Proquip,Por revisar,,,
6651,REFRIGERADOR IMBERA VR26E ECO BLANCO,Naresa,Por revisar,,,
6651,REFRIGERADOR IMBERA VR26E ECO BLANCO,Equilinea,Por revisar,,,
6651,REFRIGERADOR IMBERA VR26E ECO BLANCO,Proquip,Por revisar,,,
6652,REFRIGERADOR IMBERA VR42E ECO BLANCO,Naresa,Por revisar,,,
6652,REFRIGERADOR IMBERA VR42E ECO BLANCO,Equilinea,Por revisar,,,
6652,REFRIGERADOR IMBERA VR42E ECO BLANCO,Proquip,Por revisar,,,
6653,REFRIGERADOR POLAR PVC08 ECO ,Naresa,Por revisar,,,
6653,REFRIGERADOR POLAR PVC08 ECO ,Equilinea,Por revisar,,,
6680,DESPACHADOR DE BEBIDAS POLAR DB-2X18 LTS            ,Naresa,Por revisar,,,
6680,DESPACHADOR DE BEBIDAS POLAR DB-2X18 LTS            ,Equilinea,Por revisar,,,
6691,CONSERVADOR TORREY SVF-44 PARA 100 BOLSAS DE HIELO,Naresa,Por revisar,,,
6691,CONSERVADOR TORREY SVF-44 PARA 100 BOLSAS DE HIELO,Equilinea,Por revisar,,,
6722,REFRIGERADOR TORREY TVC04 BLANCO,Naresa,Por revisar,,,
6722,REFRIGERADOR TORREY TVC04 BLANCO,Equilinea,Por revisar,,,
6723,REFRIGERADOR TORREY TVC09 BLANCO,Naresa,Por revisar,,,
6723,REFRIGERADOR TORREY TVC09 BLANCO,Equilinea,Por revisar,,,
6724,REFRIGERADOR TORREY TVC12 BLANCO,Naresa,Por revisar,,,
6724,REFRIGERADOR TORREY TVC12 BLANCO,Equilinea,Por revisar,,,
6725,REFRIGERADOR TORREY TVC25 BLANCO,Naresa,Por revisar,,,
6725,REFRIGERADOR TORREY TVC25 BLANCO,Equilinea,Por revisar,,,
6770,REBANADORA AUTOMATICA TORREY 1/2 HP,Naresa,Por revisar,,,
6770,REBANADORA AUTOMATICA TORREY 1/2 HP,Equilinea,Por revisar,,,
6772,CONSERVADOR IMBERA SVF-44-L1 PARA 100 BOLSAS DE HIELO,Naresa,Por revisar,,,
6772,CONSERVADOR IMBERA SVF-44-L1 PARA 100 BOLSAS DE HIELO,Equilinea,Por revisar,,,
6772,CONSERVADOR IMBERA SVF-44-L1 PARA 100 BOLSAS DE HIELO,Proquip,Por revisar,,,
6800,REFRIGERADOR IMBERA BVC01-E1 NEGRO,Naresa,Por revisar,,,
6800,REFRIGERADOR IMBERA BVC01-E1 NEGRO,Equilinea,Por revisar,,,
6800,REFRIGERADOR IMBERA BVC01-E1 NEGRO,Proquip,Por revisar,,,
6801,REFRIGERADOR IMBERA VR1.5 C BLANCO,Naresa,Por revisar,,,
6801,REFRIGERADOR IMBERA VR1.5 C BLANCO,Equilinea,Por revisar,,,
6801,REFRIGERADOR IMBERA VR1.5 C BLANCO,Proquip,Por revisar,,,
6802,REFRIGERADOR IMBERA VL40D,Naresa,Por revisar,,,
6802,REFRIGERADOR IMBERA VL40D,Equilinea,Por revisar,,,
6802,REFRIGERADOR IMBERA VL40D,Proquip,Por revisar,,,
6803,REFRIGERADOR IMBERA VRS05 BLANCO,Naresa,Por revisar,,,
6803,REFRIGERADOR IMBERA VRS05 BLANCO,Equilinea,Por revisar,,,
6803,REFRIGERADOR IMBERA VRS05 BLANCO,Proquip,Por revisar,,,
6804,REFRIGERADOR IMBERA VR08 BLANCO,Naresa,Por revisar,,,
6804,REFRIGERADOR IMBERA VR08 BLANCO,Equilinea,Por revisar,,,
