Codigo,Nombre,Marca,Estatus,Asignado a,Observaciones,Fecha Modificacion
2221,VITRANA CREMERA TORREY DRD6 BLANCA LATERALES SOLIDOS,Naresa,Por revisar,,,
2221,VITRANA CREMERA TORREY DRD6 BLANCA LATERALES SOLIDOS,Equilinea,Por revisar,,,
2231,BASCULA PLATAFORMA TORREY 1000 KG. 91X91 CM. 0PLP1000-3 C/MODULO ,Naresa,Por revisar,,,
2231,BASCULA PLATAFORMA TORREY 1000 KG. 91X91 CM. 0PLP1000-3 C/MODULO ,Equilinea,Por revisar,,,
2259,SUAVIZADOR DE CARNE TORREY MT-43        ,Naresa,Por revisar,,,
2259,SUAVIZADOR DE CARNE TORREY MT-43        ,Equilinea,Por revisar,,,
2291,BASCULA TORREY 50 Kg. SR50       ,Naresa,Por revisar,,,
2291,BASCULA TORREY 50 Kg. SR50       ,Equilinea,Por revisar,,,
2303,CUARTO FRIO PAQUETE CONGELACION TORREY   ,Naresa,Por revisar,,,
2303,CUARTO FRIO PAQUETE CONGELACION TORREY   ,Equilinea,Por revisar,,,
2319,BASE DE ACERO INOXIDABLE PARA PAT-6QG ASA-900G PLT900G,Naresa,Por revisar,,,
2319,BASE DE ACERO INOXIDABLE PARA PAT-6QG ASA-900G PLT900G,Equilinea,Por revisar,,,
2401,CONGELADOR VERTICAL TORREY PUERTA SOLIDA A. INOX CVSA-23UI              ,Naresa,Por revisar,,,
2401,CONGELADOR VERTICAL TORREY PUERTA SOLIDA A. INOX CVSA-23UI              ,Equilinea,Por revisar,,,
2422,HORNO MICROONDAS TORREY MIT-1.2T DE MEMORIAS  ,Naresa,Por revisar,,,
2422,HORNO MICROONDAS TORREY MIT-1.2T DE MEMORIAS  ,Equilinea,Por revisar,,,
2425,HORNO DE MICROONDAS TORREY MIT-1.2D DE PERILLA  ,Naresa,Por revisar,,,
2425,HORNO DE MICROONDAS TORREY MIT-1.2D DE PERILLA  ,Equilinea,Por revisar,,,
2426,SIERRA PARA CARNE TORREY STP-295 1.5 HP MON 110/60 NAC. ,Naresa,Por revisar,,,
2426,SIERRA PARA CARNE TORREY STP-295 1.5 HP MON 110/60 NAC. ,Equilinea,Por revisar,,,
2429,CONGELADOR TORREY VERTICAL CVSN-17 NEGRO PUERTA ALUMINIO   ,Naresa,Por revisar,,,
2429,CONGELADOR TORREY VERTICAL CVSN-17 NEGRO PUERTA ALUMINIO   ,Equilinea,Por revisar,,,
2430,BASCULA ANTIHUMEDAD TORREY 100 Kg. EQB100W      ,Naresa,Por revisar,,,
2430,BASCULA ANTIHUMEDAD TORREY 100 Kg. EQB100W      ,Equilinea,Por revisar,,,
2441,BATIDORA 7 LITROS TORREY              ,Naresa,Por revisar,,,
2441,BATIDORA 7 LITROS TORREY              ,Equilinea,Por revisar,,,
2464,BASCULA ELECTRONICA TORREY SXE-40         ,Naresa,Por revisar,,,
2464,BASCULA ELECTRONICA TORREY SXE-40         ,Equilinea,Por revisar,,,
2498,VITRINA CREMERA TEM-150 NEGRA R290       ,Naresa,Por revisar,,,
2498,VITRINA CREMERA TEM-150 NEGRA R290       ,Equilinea,Por revisar,,,
2499,DEPOSITO DE HIELO TORREY DH-160/365,Naresa,Por revisar,,,
2499,DEPOSITO DE HIELO TORREY DH-160/365,Equilinea,Por revisar,,,
2515,BASCULA GANADERA TORREY PG-2000 CON MODULO WI        ,Naresa,Por revisar,,,
2515,BASCULA GANADERA TORREY PG-2000 CON MODULO WI        ,Equilinea,Por revisar,,,
2519,VITRINA CREMERA TORREY TEM-100 NEGRA LATERALES SOLIDOS,Naresa,Por revisar,,,
2519,VITRINA CREMERA TORREY TEM-100 NEGRA LATERALES SOLIDOS,Equilinea,Por revisar,,,
2524,BATIDORA 30 LITROS TORREY   ,Naresa,Por revisar,,,
2524,BATIDORA 30 LITROS TORREY   ,Equilinea,Por revisar,,,
2545,DESPACHADOR DE BEBIDAS POLAR DB-3x18 LTS             ,Naresa,Por revisar,,,
2545,DESPACHADOR DE BEBIDAS POLAR DB-3x18 LTS             ,Equilinea,Por revisar,,,
2548,MESA FRIA DE PREPARACION DE ALIMENTOS PTP-170-11              ,Naresa,Por revisar,,,
2548,MESA FRIA DE PREPARACION DE ALIMENTOS PTP-170-11              ,Equilinea,Por revisar,,,
2569,BASCULA TORREY 40 Kg. CON TORRETA PCR-40 T     ,Naresa,Por revisar,,,
2569,BASCULA TORREY 40 Kg. CON TORRETA PCR-40 T     ,Equilinea,Por revisar,,,
2647,REBANADORA TORREY RMS-330      ,Naresa,Por revisar,,,
2647,REBANADORA TORREY RMS-330      ,Equilinea,Por revisar,,,
2660,AMASADORA TORREY 20 LITROS A-20               ,Naresa,Por revisar,,,
2660,AMASADORA TORREY 20 LITROS A-20               ,Equilinea,Por revisar,,,
2688,TURBOLICUADOR TORREY TR-750           ,Naresa,Por revisar,,,
2688,TURBOLICUADOR TORREY TR-750           ,Equilinea,Por revisar,,,
2713,ROSTICERO ELECTRICO P/SALCHICHAS TORREY HD-12 ,Naresa,Por revisar,,,
2713,ROSTICERO ELECTRICO P/SALCHICHAS TORREY HD-12 ,Equilinea,Por revisar,,,
2717,VITRINA CARNICERA TORREY TEC-250 LIFT PISOS Y PARRILLAS BLANCAS                                     ,Naresa,Por revisar,,,
2717,VITRINA CARNICERA TORREY TEC-250 LIFT PISOS Y PARRILLAS BLANCAS                                     ,Equilinea,Por revisar,,,
2724,MESA FRIA DE PREPARACION DE ALIMENTOS PTP-112-1     ,Naresa,Por revisar,,,
2724,MESA FRIA DE PREPARACION DE ALIMENTOS PTP-112-1     ,Equilinea,Por revisar,,,
2744,MOLINO P/CARNE TORREY M12FS 3/4 HP    ,Naresa,Por revisar,,,
2744,MOLINO P/CARNE TORREY M12FS 3/4 HP    ,Equilinea,Por revisar,,,
2819,MAQUINA PALOMITAS TORREY PC-500             ,Naresa,Por revisar,,,
2819,MAQUINA PALOMITAS TORREY PC-500             ,Equilinea,Por revisar,,,
2867,MAQUINA DE NIEVE POLAR MN-16    ,Naresa,Por revisar,,,
2867,MAQUINA DE NIEVE POLAR MN-16    ,Equilinea,Por revisar,,,
3048,TUBERIA PRECARGADA MOD KTP-12,Naresa,Por revisar,,,
3048,TUBERIA PRECARGADA MOD KTP-12,Naresa,Por revisar,,,
3048,TUBERIA PRECARGADA MOD KTP-12,Equilinea,Por revisar,,,
3048,TUBERIA PRECARGADA MOD KTP-12,Equilinea,Por revisar,,,
3067,ESTUFA MULTIPLE A GAS TORREY A. INOX. 430       ,Naresa,Por revisar,,,
3067,ESTUFA MULTIPLE A GAS TORREY A. INOX. 430       ,Equilinea,Por revisar,,,
3074,FABRICA DE HIELO POLAR FH-160 CON DEPOSITO DH-130     ,Naresa,Por revisar,,,
3074,FABRICA DE HIELO POLAR FH-160 CON DEPOSITO DH-130     ,Equilinea,Por revisar,,,
3075,MESA CON PUERTAS 76 X 76 X 97 PARA KAMADO ,Naresa,Por revisar,,,
3075,MESA CON PUERTAS 76 X 76 X 97 PARA KAMADO ,Equilinea,Por revisar,,,
3093,REBANADORA AUTOMATICA TORREY AMS-350 DISCO 350mm    ,Naresa,Por revisar,,,
3093,REBANADORA AUTOMATICA TORREY AMS-350 DISCO 350mm    ,Equilinea,Por revisar,,,
3105,REBANADORA TORREY RB-250DC       ,Naresa,Por revisar,,,
3105,REBANADORA TORREY RB-250DC       ,Equilinea,Por revisar,,,
3160,REBANADORA TORREY SS-300          ,Naresa,Por revisar,,,
3160,REBANADORA TORREY SS-300          ,Equilinea,Por revisar,,,
3162,FABRICA DE HIELO FRAPE MHF-550 CON DEPOSITO Y TAPA     ,Naresa,Por revisar,,,
3162,FABRICA DE HIELO FRAPE MHF-550 CON DEPOSITO Y TAPA     ,Equilinea,Por revisar,,,
3235,PLANCHA A GAS TORREY 3 QUEMADORES A. INOX 430       ,Naresa,Por revisar,,,
3235,PLANCHA A GAS TORREY 3 QUEMADORES A. INOX 430       ,Equilinea,Por revisar,,,
3237,ASADOR A GAS TORREY 3 QUEMADORES A. INOX 430   ,Naresa,Por revisar,,,
3237,ASADOR A GAS TORREY 3 QUEMADORES A. INOX 430   ,Equilinea,Por revisar,,,
3250,FREIDOR A GAS TORREY 20 LITROS A. INOX 430        ,Naresa,Por revisar,,,
3250,FREIDOR A GAS TORREY 20 LITROS A. INOX 430        ,Equilinea,Por revisar,,,
3275,MESA PARA ESTANTE PORTAFRIO 67 X 67 X 97 PARA KAMADO,Naresa,Por revisar,,,
3275,MESA PARA ESTANTE PORTAFRIO 67 X 67 X 97 PARA KAMADO,Equilinea,Por revisar,,,
3294,CUARTO FRIO PAQUETE MEDIA CONGELACION TORREY    ,Naresa,Por revisar,,,
3294,CUARTO FRIO PAQUETE MEDIA CONGELACION TORREY    ,Equilinea,Por revisar,,,
3297,DEPOSITO DE HIELO POLAR DHP-150,Naresa,Por revisar,,,
3297,DEPOSITO DE HIELO POLAR DHP-150,Equilinea,Por revisar,,,
3298,VITRINA CARNICERA TORREY TEC-250 LIFT CABECERAS SOLIDAS A.INOXIDABLE                                ,Naresa,Por revisar,,,
3298,VITRINA CARNICERA TORREY TEC-250 LIFT CABECERAS SOLIDAS A.INOXIDABLE                                ,Equilinea,Por revisar,,,
3323,"MESA ACERO INOXIDABLE TORREY 24 X 60"" (152 X 60 X 87 CMS) CON ENTREPAÑO   ",Naresa,Por revisar,,,
3323,"MESA ACERO INOXIDABLE TORREY 24 X 60"" (152 X 60 X 87 CMS) CON ENTREPAÑO   ",Equilinea,Por revisar,,,
3324,"MESA ACERO INOXIDABLE TORREY 24 X 72"" (183 X 60 X 87 CMS) CON ENTREPAÑO   ",Naresa,Por revisar,,,
3324,"MESA ACERO INOXIDABLE TORREY 24 X 72"" (183 X 60 X 87 CMS) CON ENTREPAÑO   ",Equilinea,Por revisar,,,
3377,EMPACADORA AL VACIO TORREY EVD-20       ,Naresa,Por revisar,,,
3377,EMPACADORA AL VACIO TORREY EVD-20       ,Equilinea,Por revisar,,,
3381,EMPACADORA AL VACIO DIGITAL EVD-4       ,Naresa,Por revisar,,,
3381,EMPACADORA AL VACIO DIGITAL EVD-4       ,Equilinea,Por revisar,,,
3390,MESA FRIA DE PREPARACION DE ALIMENTOS PTP-170-21       ,Naresa,Por revisar,,,
3390,MESA FRIA DE PREPARACION DE ALIMENTOS PTP-170-21       ,Equilinea,Por revisar,,,
3396,VITRINA CREMERA TORREY TEM-100 ACERO INOXIDABLE     ,Naresa,Por revisar,,,
3396,VITRINA CREMERA TORREY TEM-100 ACERO INOXIDABLE     ,Equilinea,Por revisar,,,
3397,EMPACADORA AL VACIO TORREY EVD-8       ,Naresa,Por revisar,,,
3397,EMPACADORA AL VACIO TORREY EVD-8       ,Equilinea,Por revisar,,,
3490,RAMPA ANTIDERRAPANTE TORREY PLP-5/5,Naresa,Por revisar,,,
3490,RAMPA ANTIDERRAPANTE TORREY PLP-5/5,Equilinea,Por revisar,,,
3508,EMBUTIDOR TORREY ET-25         ,Naresa,Por revisar,,,
3508,EMBUTIDOR TORREY ET-25         ,Equilinea,Por revisar,,,
3523,LAVALOZAS TORREY LV-300 ,Naresa,Por revisar,,,
3523,LAVALOZAS TORREY LV-300 ,Equilinea,Por revisar,,,
3553,BASE DE ACERO INOXIDABLE PARA ASA-600G PLT-600G PAT-4QG TORREY,Naresa,Por revisar,,,
3553,BASE DE ACERO INOXIDABLE PARA ASA-600G PLT-600G PAT-4QG TORREY,Equilinea,Por revisar,,,
3570,FABRICA DE HIELO TORREY MHC-500 C/DEPOSITO    ,Naresa,Por revisar,,,
3570,FABRICA DE HIELO TORREY MHC-500 C/DEPOSITO    ,Equilinea,Por revisar,,,
3616,FREIDOR A GAS TORREY 5 LITROS A. INOX 430      ,Naresa,Por revisar,,,
3616,FREIDOR A GAS TORREY 5 LITROS A. INOX 430      ,Equilinea,Por revisar,,,
3822,PROCESADOR DE VEGETALES Y ALIMENTOS TORREY PVA-180 5 DISCOS         ,Naresa,Por revisar,,,
3822,PROCESADOR DE VEGETALES Y ALIMENTOS TORREY PVA-180 5 DISCOS         ,Equilinea,Por revisar,,,
3824,FABRICA DE HIELO POLAR FH-260 CON DEPOSITO DH-150. ,Naresa,Por revisar,,,
3824,FABRICA DE HIELO POLAR FH-260 CON DEPOSITO DH-150. ,Equilinea,Por revisar,,,
3867,TAPA DE ACERO INOX T-23,Naresa,Por revisar,,,
3867,TAPA DE ACERO INOX T-23,Equilinea,Por revisar,,,
3868,FABRICA DE HIELO POLAR FH-55    ,Naresa,Por revisar,,,
3868,FABRICA DE HIELO POLAR FH-55    ,Equilinea,Por revisar,,,
3892,BASCULA DE RECIBO TORREY 500 Kg. FS500/1000       ,Naresa,Por revisar,,,
3892,BASCULA DE RECIBO TORREY 500 Kg. FS500/1000       ,Equilinea,Por revisar,,,
3893,BASCULA DE RECIBO TORREY 250 Kg. FS250/500        ,Naresa,Por revisar,,,
3893,BASCULA DE RECIBO TORREY 250 Kg. FS250/500        ,Equilinea,Por revisar,,,
3965,TURBOLICUADOR MANUAL DE INMERSION TRI-550 TORREY     ,Naresa,Por revisar,,,
3965,TURBOLICUADOR MANUAL DE INMERSION TRI-550 TORREY     ,Equilinea,Por revisar,,,
3990,HORNO MICROONDAS COMERCIAL TORREY MIT-0.9      ,Naresa,Por revisar,,,
3990,HORNO MICROONDAS COMERCIAL TORREY MIT-0.9      ,Equilinea,Por revisar,,,
4037,"MESA CON BASE 76 X 76 X 97 CMS PARA KAMADO DE 21"" Y 26""",Naresa,Por revisar,,,
4037,"MESA CON BASE 76 X 76 X 97 CMS PARA KAMADO DE 21"" Y 26""",Equilinea,Por revisar,,,
4101,FABRICA DE HIELO POLAR FH-25           ,Naresa,Por revisar,,,
4101,FABRICA DE HIELO POLAR FH-25           ,Equilinea,Por revisar,,,
4117,ESTATE CENTRAL 2 METROS ,Naresa,Por revisar,,,
4117,ESTATE CENTRAL 2 METROS ,Equilinea,Por revisar,,,
4120,MOLINO MEZCLADOR TORREY MMX-32 7.5 HP TRIFÁSICO         ,Naresa,Por revisar,,,
4120,MOLINO MEZCLADOR TORREY MMX-32 7.5 HP TRIFÁSICO         ,Equilinea,Por revisar,,,
4123,MESA DE ACERO INOX 1.20 X .60 X .87 CON ENTREPAÑO,Naresa,Por revisar,,,
4123,MESA DE ACERO INOX 1.20 X .60 X .87 CON ENTREPAÑO,Equilinea,Por revisar,,,
4124,MESA DE ACERO INOX 1.50 X .60 X .87 CON ENTREPAÑO,Naresa,Por revisar,,,
4124,MESA DE ACERO INOX 1.50 X .60 X .87 CON ENTREPAÑO,Equilinea,Por revisar,,,
4156,FABRICA DE HIELO TORREY MHC-500 COND. REMOTO DEPOSITO TAPA Y TUBERIA     ,Naresa,Por revisar,,,
4156,FABRICA DE HIELO TORREY MHC-500 COND. REMOTO DEPOSITO TAPA Y TUBERIA     ,Equilinea,Por revisar,,,
4217,VITRINA CREMERA TORREY TEM-200 NEGRA LATERALES SOLIDOS,Naresa,Por revisar,,,
4217,VITRINA CREMERA TORREY TEM-200 NEGRA LATERALES SOLIDOS,Equilinea,Por revisar,,,
4232,CONGELADOR HORIZONTAL POLAR CH-10 R600      ,Naresa,Por revisar,,,
4232,CONGELADOR HORIZONTAL POLAR CH-10 R600      ,Equilinea,Por revisar,,,
4243,MESA CON TARJA DE 76 X 76 X 97 PARA KAMADO,Naresa,Por revisar,,,
4243,MESA CON TARJA DE 76 X 76 X 97 PARA KAMADO,Equilinea,Por revisar,,,
4304,TAPA T19 P/MHF-230-506 Y 340/750,Naresa,Por revisar,,,
4304,TAPA DE ACERO INOC T-119,Naresa,Por revisar,,,
4304,TAPA DE ACERO INOC T-119,Naresa,Por revisar,,,
4304,TAPA T19 P/MHF-230-506 Y 340/750,Equilinea,Por revisar,,,
4304,TAPA DE ACERO INOC T-119,Equilinea,Por revisar,,,
4304,TAPA DE ACERO INOC T-119,Equilinea,Por revisar,,,
4326,FOGON A GAS TORREY A. INOX 430          ,Naresa,Por revisar,,,
4326,FOGON A GAS TORREY A. INOX 430          ,Equilinea,Por revisar,,,
4461,VITRINA CREMERA TORREY DRD3 BLANCA LATERALES SOLIDOS        ,Naresa,Por revisar,,,
4461,VITRINA CREMERA TORREY DRD3 BLANCA LATERALES SOLIDOS        ,Equilinea,Por revisar,,,
4479,MESA FRIA PREPARACION SANDWICHES Y ENSALADAS 27 PIES TORREY     ,Naresa,Por revisar,,,
4479,MESA FRIA PREPARACION SANDWICHES Y ENSALADAS 27 PIES TORREY     ,Equilinea,Por revisar,,,
4484,MESA FRIA PREPARACION SANDWICHES Y ENSALADAS 48 PIES TORREY     ,Naresa,Por revisar,,,
4484,MESA FRIA PREPARACION SANDWICHES Y ENSALADAS 48 PIES TORREY     ,Equilinea,Por revisar,,,
4488,MESA FRIA DE PREPARACION BAJO BARRA 27 PIES TORREY  ,Naresa,Por revisar,,,
4488,MESA FRIA DE PREPARACION BAJO BARRA 27 PIES TORREY  ,Equilinea,Por revisar,,,
4519,CONGELADOR TORREY CRISTAL CURVO CHC-80C  ,Naresa,Por revisar,,,
4519,CONGELADOR TORREY CRISTAL CURVO CHC-80C  ,Equilinea,Por revisar,,,
4522,CONGELADOR TORREY CRISTAL CURVO CHC110CR      ,Naresa,Por revisar,,,
4522,CONGELADOR TORREY CRISTAL CURVO CHC110CR      ,Equilinea,Por revisar,,,
4523,CONGELADOR TORREY CRISTAL CURVO CHC180CR ,Naresa,Por revisar,,,
4523,CONGELADOR TORREY CRISTAL CURVO CHC180CR ,Equilinea,Por revisar,,,
4525,CONGELADOR TORREY CRISTAL PLANO CHC-80PR     ,Naresa,Por revisar,,,
4525,CONGELADOR TORREY CRISTAL PLANO CHC-80PR     ,Equilinea,Por revisar,,,
4526,CONGELADOR TORREY CRISTAL PLANO CHC110PR   ,Naresa,Por revisar,,,
4526,CONGELADOR TORREY CRISTAL PLANO CHC110PR   ,Equilinea,Por revisar,,,
4527,CONGELADOR TORREY CRISTAL PLANO CHC180PR   ,Naresa,Por revisar,,,
4527,CONGELADOR TORREY CRISTAL PLANO CHC180PR   ,Equilinea,Por revisar,,,
4528,BASCULA ELECTRONICA TORREY 500 Grs. LAB-500 PRECISIÓN ,Naresa,Por revisar,,,
4528,BASCULA ELECTRONICA TORREY 500 Grs. LAB-500 PRECISIÓN ,Equilinea,Por revisar,,,
4541,MESA FRIA DE PREPARACION BAJO BARRA 48 PIES TORREY.      ,Naresa,Por revisar,,,
4541,MESA FRIA DE PREPARACION BAJO BARRA 48 PIES TORREY.      ,Equilinea,Por revisar,,,
4599,ESTUFA A GAS TORREY 4 QUEMADORES CON HORNO A. INOX 430       ,Naresa,Por revisar,,,
4599,ESTUFA A GAS TORREY 4 QUEMADORES CON HORNO A. INOX 430       ,Equilinea,Por revisar,,,
4618,VITRINA CARNICERA TORREY TEC-250 PISOS ACERO INOXIDABLE                                             ,Naresa,Por revisar,,,
4618,VITRINA CARNICERA TORREY TEC-250 PISOS ACERO INOXIDABLE                                             ,Equilinea,Por revisar,,,
4671,MOLINO P/CARNE TORREY M22RSS 1HP CABEZAL ACERO INOXIDABLE        ,Naresa,Por revisar,,,
4671,MOLINO P/CARNE TORREY M22RSS 1HP CABEZAL ACERO INOXIDABLE        ,Equilinea,Por revisar,,,
4690,MOLINO P/CARNE TORREY M22RSS2 2HP CABEZAL ACERO INOXIDABLE          ,Naresa,Por revisar,,,
4690,MOLINO P/CARNE TORREY M22RSS2 2HP CABEZAL ACERO INOXIDABLE          ,Equilinea,Por revisar,,,
4916,TURBOLICUADOR MANUAL DE INMERSION TRI-350 TORREY         ,Naresa,Por revisar,,,
4916,TURBOLICUADOR MANUAL DE INMERSION TRI-350 TORREY         ,Equilinea,Por revisar,,,
4921,VITRINA CARNICERA TORREY TEC-250 LIFT PISOS Y PARRILLAS ACERO INOX.         ,Naresa,Por revisar,,,
4921,VITRINA CARNICERA TORREY TEC-250 LIFT PISOS Y PARRILLAS ACERO INOX.         ,Equilinea,Por revisar,,,
4963,CAJA REGISTRADORA BLAZER ER-200     ,Naresa,Por revisar,,,
4963,CAJA REGISTRADORA BLAZER ER-200     ,Equilinea,Por revisar,,,
5070,EMPACADORA AL VACIO TORREY EVD-76     ,Naresa,Por revisar,,,
5070,EMPACADORA AL VACIO TORREY EVD-76     ,Equilinea,Por revisar,,,
5072,CONDENSADOR REMOTO CR500,Naresa,Por revisar,,,
5072,CONDENSADOR REMOTO CR500,Equilinea,Por revisar,,,
5074,DISPENSADOR DE HIELO DHC-80 (PARA MHC-230-280-320-500) NO INCLUYE MAQUINA   ,Naresa,Por revisar,,,
5074,DISPENSADOR DE HIELO DHC-80 (PARA MHC-230-280-320-500) NO INCLUYE MAQUINA   ,Equilinea,Por revisar,,,
5075,EMPACADORA AL VACIO DOBLE CAMARA EVD-76-2          ,Naresa,Por revisar,,,
5075,EMPACADORA AL VACIO DOBLE CAMARA EVD-76-2          ,Equilinea,Por revisar,,,
5077,LAVALOZAS INDUSTRIAL TORREY LV1800      ,Naresa,Por revisar,,,
5077,LAVALOZAS INDUSTRIAL TORREY LV1800      ,Equilinea,Por revisar,,,
5079,LAVALOZAS TORREY LV-500            ,Naresa,Por revisar,,,
5079,LAVALOZAS TORREY LV-500            ,Equilinea,Por revisar,,,
5080,LAVALOZAS TORREY LV-500C     ,Naresa,Por revisar,,,
5080,LAVALOZAS TORREY LV-500C     ,Equilinea,Por revisar,,,
5081,LAVALOZAS TORREY LV-950     ,Naresa,Por revisar,,,
5081,LAVALOZAS TORREY LV-950     ,Equilinea,Por revisar,,,
5082,FABRICA DE HIELO FRAPE-230 CON DEPOSITO Y TAPA    ,Naresa,Por revisar,,,
5082,FABRICA DE HIELO FRAPE-230 CON DEPOSITO Y TAPA    ,Equilinea,Por revisar,,,
5083,FABRICA DE HIELO FRAPE MHC-340 CON DEPOSITO Y TAPA        ,Naresa,Por revisar,,,
5083,FABRICA DE HIELO FRAPE MHC-340 CON DEPOSITO Y TAPA        ,Equilinea,Por revisar,,,
5085,MESA FRIA BAJO BARRA UBT-112-1 TORREY      ,Naresa,Por revisar,,,
5085,MESA FRIA BAJO BARRA UBT-112-1 TORREY      ,Equilinea,Por revisar,,,
5090,SIERRA TORREY ST-305 MONOFASICO 220V       ,Naresa,Por revisar,,,
5090,SIERRA TORREY ST-305 MONOFASICO 220V       ,Equilinea,Por revisar,,,
5102,REFRIGERADOR VERTICAL TORREY 1 PUERTA SOLIDA A. INOX. ,Naresa,Por revisar,,,
5102,REFRIGERADOR VERTICAL TORREY 1 PUERTA SOLIDA A. INOX. ,Equilinea,Por revisar,,,
5140,REFRIGERADOR VERTICAL TORREY 2 PUERTAS SOLIDAS A. INOX.      ,Naresa,Por revisar,,,
5140,REFRIGERADOR VERTICAL TORREY 2 PUERTAS SOLIDAS A. INOX.      ,Equilinea,Por revisar,,,
5291,BASCULA COLGANTE TORREY 300 Kg. CRS300    ,Naresa,Por revisar,,,
5291,BASCULA COLGANTE TORREY 300 Kg. CRS300    ,Equilinea,Por revisar,,,
5349,BASCULA DE RECIBO TORREY 200 Kg. FS-200/400         ,Naresa,Por revisar,,,
5349,BASCULA DE RECIBO TORREY 200 Kg. FS-200/400         ,Equilinea,Por revisar,,,
5432,MAQUINA DE NIEVE TORREY MN-110             ,Naresa,Por revisar,,,
5432,MAQUINA DE NIEVE TORREY MN-110             ,Equilinea,Por revisar,,,
5433,CONGELADOR VERTICAL TORREY 2 PUERTAS SOLIDAS A. INOX      ,Naresa,Por revisar,,,
5433,CONGELADOR VERTICAL TORREY 2 PUERTAS SOLIDAS A. INOX      ,Equilinea,Por revisar,,,
5487,VITRINA CARNICERA TORREY TEC-250 CABECERAS ACERO INOXIDABLE        ,Naresa,Por revisar,,,
5487,VITRINA CARNICERA TORREY TEC-250 CABECERAS ACERO INOXIDABLE        ,Equilinea,Por revisar,,,
5502,SIERRA TORREY ST-180 ACERO INOXIDABLE         ,Naresa,Por revisar,,,
5502,SIERRA TORREY ST-180 ACERO INOXIDABLE         ,Equilinea,Por revisar,,,
5513,BASCULA DE RECIBO TORREY PCP-500 ACERO INOXIDABLE    ,Naresa,Por revisar,,,
5513,BASCULA DE RECIBO TORREY PCP-500 ACERO INOXIDABLE    ,Equilinea,Por revisar,,,
5514,BASCULA DE RECIBO TORREY FS-200 ACERO INOXIDABLE  ,Naresa,Por revisar,,,
5514,BASCULA DE RECIBO TORREY FS-200 ACERO INOXIDABLE  ,Equilinea,Por revisar,,,
5515,BASCULA DE RECIBO TORREY FS-500 ACERO INOXIDABLE           ,Naresa,Por revisar,,,
5515,BASCULA DE RECIBO TORREY FS-500 ACERO INOXIDABLE           ,Equilinea,Por revisar,,,
5620,DISPENSADOR DHC-55 C/FABRICA DE HIELO MHC-235        ,Naresa,Por revisar,,,
5620,DISPENSADOR DHC-55 C/FABRICA DE HIELO MHC-235        ,Equilinea,Por revisar,,,
5649,LICUADORA TORREY 3-5 Y 7 LITROS ACERO INOX   ,Naresa,Por revisar,,,
5649,LICUADORA TORREY 3-5 Y 7 LITROS ACERO INOX   ,Equilinea,Por revisar,,,
5707,VITRINA REFRIGERADA TORREY FULL GLASS 120 CURVA         ,Naresa,Por revisar,,,
5707,VITRINA REFRIGERADA TORREY FULL GLASS 120 CURVA         ,Equilinea,Por revisar,,,
5708,VITRINA REFRIGERADA TORREY FULL GLASS 120 RECTA     ,Naresa,Por revisar,,,
5708,VITRINA REFRIGERADA TORREY FULL GLASS 120 RECTA     ,Equilinea,Por revisar,,,
5710,VITRINA REFRIGERADA TORREY FULL GLASS 150 RECTA   ,Naresa,Por revisar,,,
5710,VITRINA REFRIGERADA TORREY FULL GLASS 150 RECTA   ,Equilinea,Por revisar,,,
5817,CONGELADOR TORREY TAPA DE COFRE CHT-255DR R290   ,Naresa,Por revisar,,,
5817,CONGELADOR TORREY TAPA DE COFRE CHT-255DR R290   ,Equilinea,Por revisar,,,
5818,VITRINA CREMERA TORREY TEM-150 R-290 ACERO INOXIDABLE  ,Naresa,Por revisar,,,
5818,VITRINA CREMERA TORREY TEM-150 R-290 ACERO INOXIDABLE  ,Equilinea,Por revisar,,,
5819,EMPACADORA AL VACIO JR TORREY EVB-4  ,Naresa,Por revisar,,,
5819,EMPACADORA AL VACIO JR TORREY EVB-4  ,Equilinea,Por revisar,,,
5820,EMPACADORA AL VACIO JR TORREY EVB-20   ,Naresa,Por revisar,,,
5820,EMPACADORA AL VACIO JR TORREY EVB-20   ,Equilinea,Por revisar,,,
5869,ISLA EXHIBICION DUAL TORREY INVERTER 190 CABECERA    ,Naresa,Por revisar,,,
5869,ISLA EXHIBICION DUAL TORREY INVERTER 190 CABECERA    ,Equilinea,Por revisar,,,
5870,ISLA EXHIBICION DUAL TORREY INVERTER 200 LATERAL ,Naresa,Por revisar,,,
5870,ISLA EXHIBICION DUAL TORREY INVERTER 200 LATERAL ,Equilinea,Por revisar,,,
5871,ISLA EXHIBICION DUAL TORREY INVERTER 250 LATERAL     ,Naresa,Por revisar,,,
5871,ISLA EXHIBICION DUAL TORREY INVERTER 250 LATERAL     ,Equilinea,Por revisar,,,
5885,BASCULA ELECTRONICA TORREY 30 KGS 0SX30-PRO         ,Naresa,Por revisar,,,
5885,BASCULA ELECTRONICA TORREY 30 KGS 0SX30-PRO         ,Equilinea,Por revisar,,,
5886,BASCULA ETIQUETADORA TORREY 20 Kg. PLASTICA    ,Naresa,Por revisar,,,
5886,BASCULA ETIQUETADORA TORREY 20 Kg. PLASTICA    ,Equilinea,Por revisar,,,
5887,BASCULA ETIQUETADORA TORREY 40 kg. PLASTICA       ,Naresa,Por revisar,,,
5887,BASCULA ETIQUETADORA TORREY 40 kg. PLASTICA       ,Equilinea,Por revisar,,,
